SampleID,name,Type,Group
P389,Bifidobacterium_saguini_strain_DSMZ_23967,anaerobe,group1
P390,Bifidobacterium_scardovii_JCM_12489___DSM_13734_strain_JCM_12489,anaerobe,group1
P391,Bifidobacterium_subtile_strain_KCTC_3272,anaerobe,group1
P392,Bifidobacterium_thermophilum_,anaerobe,group1
P393,Bifidobacterium_thermophilum_RBL67_strain_RBL67,anaerobe,group1
P394,Blastochloris_viridis_,anaerobe,group1
P395,Blastochloris_viridis_strain_ATCC_19567,anaerobe,group1
P396,Blautia_coccoides_strain_YL58,anaerobe,group1
P397,Blautia_hansenii_DSM_20583_strain_DSM_20583,anaerobe,group2
P399,Blautia_obeum_A2_162_strain_A2_162,anaerobe,group1
P398,Blautia_obeum_A2162_strain_A2162,anaerobe,group1
P400,Blautia_producta_ATCC_27340___DSM_2950_strain_JCM_1471,anaerobe,group1
P401,Blautia_producta_strain_DSM_2950,anaerobe,group2
P406,Bordetella_petrii_strain_DSM_12804,anaerobe,group1
P419,Brachyspira_murdochii_DSM_12563_strain_DSM_12563,anaerobe,group1
P434,Brevundimonas_naejangsanensis_strain_B1,anaerobe,group1
P436,Brevundimonas_naejangsanensis_strain_FS1091,anaerobe,group1
P469,Butyrate_producing_bacterium_ss3_4,anaerobe,group1
P470,Butyricimonas_virosa_strain_FDAARGOS_1229,anaerobe,group1
P471,Butyrivibrio_hungatei_strain_MB2003,anaerobe,group2
P472,Butyrivibrio_proteoclasticus_B316_strain_B316,anaerobe,group1
P473,Caldicellulosiruptor_bescii_DSM_6725_strain_DSM_6725,anaerobe,group1
P474,Caldicellulosiruptor_hydrothermalis_108_strain_108,anaerobe,group2
P475,Caldicellulosiruptor_kristjanssonii_I77R1B_strain_177R1B,anaerobe,group1
P476,Caldicellulosiruptor_kronotskyensis_2002_strain_2002,anaerobe,group1
P477,Caldicellulosiruptor_lactoaceticus_6A_strain_6A,anaerobe,group2
P478,Caldicellulosiruptor_obsidiansis_OB47_strain_OB47,anaerobe,group1
P479,Caldicellulosiruptor_owensensis_OL_strain_OL,anaerobe,group2
P480,Calditerrivibrio_nitroreducens_DSM_19672_strain_DSM_19672,anaerobe,group2
P481,Caldithrix_abyssi_DSM_13497_strain_LF13,anaerobe,group2
P491,Campylobacter_concisus_strain_P10CDO_S2,anaerobe,group2
P493,Campylobacter_concisus_strain_P13UCO_S1,anaerobe,group1
P495,Campylobacter_corcagiensis_strain_2016D_0077,anaerobe,group1
P494,Campylobacter_corcagiensis_strain_2016D0077,anaerobe,group1
P497,Campylobacter_curvus_,anaerobe,group2
P498,Campylobacter_curvus_525_92_strain_525_92,anaerobe,group1
P500,Campylobacter_gracilis_strain_ATCC_33236,anaerobe,group2
P508,Campylobacter_mucosalis_CCUG_21559_strain_CCUG_21559,anaerobe,group1
P509,Campylobacter_mucosalis_strain_ATCC_43264,anaerobe,group1
P513,Campylobacter_rectus_strain_ATCC_33238,anaerobe,group2
P514,Campylobacter_showae_,anaerobe,group2
P515,Campylobacter_showae_strain_ATCC_51146,anaerobe,group2
P519,Campylobacter_ureolyticus_RIGS_9880_strain_RIGS_9880,anaerobe,group1
P520,Campylobacter_ureolyticus_strain_FDAARGOS_1102,anaerobe,group2
P522,Candidatus_vesicomyosocius_okutanii_ha,anaerobe,group1
P524,Capnocytophaga_gingivalis_strain_H1496,anaerobe,group1
P528,Capnocytophaga_ochracea_DSM_7271_strain_DSM_7271,anaerobe,group2
P529,Capnocytophaga_sputigena_strain_D1179,anaerobe,group2
P530,Capnocytophaga_sputigena_strain_H4486,anaerobe,group1
P531,Carboxydothermus_hydrogenoformans_Z2901_strain_Z2901,anaerobe,group1
P541,Cellulomonas_gilvus_ATCC_13127_strain_ATCC_13127,anaerobe,group1
P547,Cereibacter_sphaeroides_strain_AB27,anaerobe,group1
P549,Cereibacter_sphaeroides_strain_CH10,anaerobe,group2
P554,Chlorobium_phaeovibrioides_DSM_265_strain_DSM_265,anaerobe,group2
P555,Chlorobium_phaeovibrioides_strain_PhvTcv_s14,anaerobe,group1
P595,Clostridioides_difficile_M68_strain_M68,anaerobe,group1
P611,Clostridioides_difficile_strain_09_00072,anaerobe,group1
P642,Clostridium_beijerinckii_,anaerobe,group1
P644,Clostridium_beijerinckii_NCIMB_8052_strain_NCIMB_8052,anaerobe,group1
P645,Clostridium_novyi_NT_strain_NT,anaerobe,group1
P646,Clostridium_novyi_strain_150557,anaerobe,group1
P650,Coprococcus_catus_GD_7,anaerobe,group1
P651,Coprothermobacter_proteolyticus_DSM_5265_strain_DSM_5265,anaerobe,group1
P653,Coriobacterium_glomerans_PW2_strain_PW2,anaerobe,group1
P690,Cryptobacterium_curtum_DSM_15641_strain_DSM_15641,anaerobe,group2
P708,Cutibacterium_acnes_strain_FDAARGOS_577,anaerobe,group1
P711,Cutibacterium_acnes_TypeIA2_P_acn33_strain_P_acn33,anaerobe,group1
P712,Cutibacterium_avidum_44067_strain_44067,anaerobe,group2
P713,Cutibacterium_avidum_strain_DPC_6544,anaerobe,group1
P719,Deferribacter_desulfuricans_SSM1_strain_SSM1,anaerobe,group1
P720,Dehalobacter_restrictus_strain_12DCA,anaerobe,group1
P722,Dehalococcoides_mccartyi_CBDB1_strain_CBDB1,anaerobe,group1
P727,Dehalococcoides_mccartyi_GT_strain_GT,anaerobe,group1
P732,Dehalogenimonas_lykanthroporepellens_BLDC9_strain_BLDC9,anaerobe,group1
P742,Denitrovibrio_acetiphilus_DSM_12809_strain_DSM_12809,anaerobe,group1
P743,Dermabacter_jinjuensis_strain_32T,anaerobe,group1
P745,Desulfarculus_baarsii_DSM_2075_strain_DSM_2075,anaerobe,group2
P746,Desulfatibacillum_alkenivorans_DSM_16219_strain_DSM_16219,anaerobe,group1
P747,Desulfitobacterium_hafniense_DCB2_strain_DCB2,anaerobe,group2
P748,Desulfitobacterium_metallireducens_DSM_15288_strain_DSM_15288,anaerobe,group1
P750,Desulfobacter_postgatei_2ac9_strain_2ac9,anaerobe,group1
P749,Desulfobacterium_autotrophicum_HRM2_strain_HRM2,anaerobe,group1
P751,Desulfobulbus_propionicus_DSM_2032_strain_DSM_2032,anaerobe,group1
P752,Desulfococcus_oleovorans_Hxd3_strain_Hxd3,anaerobe,group1
P753,Desulfofarcimen_acetoxidans_DSM_771_strain_DSM_771,anaerobe,group1
P754,Desulfohalobium_retbaense_DSM_5692_strain_DSM_5692,anaerobe,group2
P755,Desulfomicrobium_baculatum_DSM_4028_strain_DSM_4028,anaerobe,group1
P756,Desulfosarcina_widdelii_strain_PP31,anaerobe,group1
P757,Desulfosporosinus_meridiei_DSM_13257_strain_DSM_13257,anaerobe,group1
P758,Desulfosporosinus_orientis_DSM_765_strain_DSM_765,anaerobe,group1
P759,Desulfosporosinus_youngiae_DSM_17734_strain_DSM_17734,anaerobe,group1
P760,Desulfotalea_psychrophila_LSv54_strain_LSv54,anaerobe,group1
P762,Desulfotomaculum_nigrificans_CO_1_SRB_strain_CO_1_SRB,anaerobe,group2
P761,Desulfotomaculum_nigrificans_CO1SRB_strain_CO1SRB,anaerobe,group2
P763,Desulfotomaculum_ruminis_DSM_2154_strain_DSM_2154,anaerobe,group2
P765,Desulfovibrio_carbinoliphilus_subsp__oakridgensis_strain_FW_101_2B,anaerobe,group2
P764,Desulfovibrio_carbinoliphilus_subsp_oakridgensis_strain_FW1012B,anaerobe,group1
P766,Desulfovibrio_desulfuricans_ATCC_27774_strain_ATCC_27774,anaerobe,group2
P767,Desulfovibrio_desulfuricans_strain_L4,anaerobe,group1
P768,Desulfovibrio_fairfieldensis_strain_CCUG_45958,anaerobe,group1
P769,Desulfovibrio_ferrophilus_strain_IS5,anaerobe,group2
P770,Desulfovibrio_gigas_DSM_1382___ATCC_19364_strain_ATCC_19364,anaerobe,group1
P771,Desulfovibrio_hydrothermalis_AM13___DSM_14728_strain_AM13___DSM_14728,anaerobe,group1
P772,Desulfovibrio_marinus_strain_CS1,anaerobe,group1
P773,Desulfovibrio_piger_strain_FI11049,anaerobe,group1
P774,Desulfovibrio_salexigens_DSM_2638_strain_DSM_2638,anaerobe,group1
P775,Desulfovibrio_sulfodismutans_DSM_3696_strain_DSM_3696,anaerobe,group1
P776,Desulfovibrio_vulgaris_DP4_strain_DP4,anaerobe,group1
P777,Desulfovibrio_vulgaris_RCH1_strain_RCH1,anaerobe,group2
P778,Desulfurivibrio_alkaliphilus_AHT_2_strain_AHT_2,anaerobe,group2
P779,Desulfurobacterium_thermolithotrophum_DSM_11699_strain_DSM_11699,anaerobe,group1
P780,Dialister_pneumosintes_strain_F0677,anaerobe,group2
P781,Dichelobacter_nodosus_VCS1703A_strain_VCS1703A,anaerobe,group1
P791,Dictyoglomus_thermophilum_H612_strain_H612__ATCC_35947,anaerobe,group1
P797,Dolosigranulum_pigrum_strain_KPL3043,anaerobe,group1
P800,Dolosigranulum_pigrum_strain_KPL3065,anaerobe,group1
P809,Eggerthella_lenta_DSM_2243_strain_DSM_2243,anaerobe,group1
P814,Elusimicrobium_minutum_Pei191_strain_Pei191,anaerobe,group1
P857,Erysipelatoclostridium_ramosum_strain_FDAARGOS_1105,anaerobe,group1
P858,Erysipelatoclostridium_ramosum_strain_FDAARGOS_1106,anaerobe,group1
P859,Erysipelothrix_larvae_strain_LV19,anaerobe,group2
P1177,Ethanoligenens_harbinense_strain_X_29,anaerobe,group1
P1178,Ethanoligenens_harbinense_YUAN3_strain_YUAN3,anaerobe,group1
P1179,Eubacterium_cellulosolvens_6_strain_6,anaerobe,group1
P1180,Eubacterium_eligens_ATCC_27750_strain_ATCC_27750,anaerobe,group1
P1181,Eubacterium_limosum_,anaerobe,group1
P1182,Eubacterium_limosum_strain_SA11,anaerobe,group1
P1189,Faecalibacterium_prausnitzii_A2_165_strain_JCM_31915,anaerobe,group2
P1188,Faecalibacterium_prausnitzii_A2165_strain_JCM_31915,anaerobe,group1
P1191,Fervidobacterium_islandicum_strain_AW_1,anaerobe,group1
P1190,Fervidobacterium_islandicum_strain_AW1,anaerobe,group1
P1192,Fervidobacterium_nodosum_Rt17B1,anaerobe,group1
P1193,Fervidobacterium_nodosum_Rt17B1_strain_Rt17B1,anaerobe,group1
P1194,Fervidobacterium_pennivorans_DSM_9078_strain_DSM_9078,anaerobe,group1
P1195,Fervidobacterium_pennivorans_strain_DYC,anaerobe,group1
P1196,Fibrobacter_succinogenes_subsp_succinogenes_S85_strain_S85,anaerobe,group1
P1199,Filifactor_alocis_ATCC_35896_strain_ATCC_35896,anaerobe,group1
P1200,Finegoldia_magna_ATCC_53516_strain_ATCC_53516,anaerobe,group1
P1201,Finegoldia_magna_strain_FDAARGOS_764,anaerobe,group1
P1217,Flavonifractor_plautii_strain_YL31,anaerobe,group1
P1218,Flexistipes_sinusarabici_DSM_4947_strain_DSM_4947,anaerobe,group2
P1224,Fructilactobacillus_sanfranciscensis_strain_LS451,anaerobe,group1
P1225,Furfurilactobacillus_rossiae_strain_L2,anaerobe,group1
P1226,Furfurilactobacillus_rossiae_strain_L3,anaerobe,group2
P1227,Fusobacterium_canifelinum_strain_FDAARGOS_999,anaerobe,group2
P1228,Fusobacterium_gonidiaformans_ATCC_25563_strain_ATCC_25563,anaerobe,group1
P1229,Fusobacterium_mortiferum_ATCC_9817_strain_ATCC_9817,anaerobe,group1
P1230,Fusobacterium_necrophorum_strain_FDAARGOS_565,anaerobe,group1
P1231,Fusobacterium_necrophorum_subsp__funduliforme_strain_1_1_36S,anaerobe,group2
P1236,Fusobacterium_nucleatum_subsp__animalis_7_1_strain_7_1,anaerobe,group2
P1241,Fusobacterium_nucleatum_subsp__nucleatum_strain_25586,anaerobe,group1
P1242,Fusobacterium_periodonticum_strain_2_1_31,anaerobe,group1
P1243,Fusobacterium_ulcerans_ATCC_49185_,anaerobe,group2
P1244,Fusobacterium_ulcerans_strain_NCTC12112,anaerobe,group1
P1246,Fusobacterium_varium_strain_Fv113_g1,anaerobe,group1
P1247,Fusobacterium_varium_strain_NCTC10560,anaerobe,group1
P1248,Gardnerella_vaginalis_40905_strain_40905,anaerobe,group1
P1250,Gardnerella_vaginalis_HMP9231_strain_HMP9231,anaerobe,group2
P1251,Gemella_haemolysans_strain_NCTC10459,anaerobe,group2
P1252,Gemella_morbillorum_strain_FDAARGOS_741,anaerobe,group1
P1253,Gemella_morbillorum_strain_NCTC11323,anaerobe,group1
P1260,Geobacter_bremensis_strain_R4,anaerobe,group1
P1262,Geobacter_daltonii_FRC_32_strain_FRC_32,anaerobe,group1
P1261,Geobacter_daltonii_FRC32_strain_FRC32,anaerobe,group2
P1263,Geobacter_lovleyi_SZ_strain_SZ,anaerobe,group1
P1264,Geobacter_pickeringii_strain_G13,anaerobe,group2
P1265,Geobacter_sulfurreducens_KN400_strain_KN400,anaerobe,group2
P1266,Geobacter_sulfurreducens_PCA_strain_PCA,anaerobe,group1
P1276,Gordonibacter_pamelaeae_7101b_strain_7101bT,anaerobe,group2
P1277,Gordonibacter_urolithinfaciens_strain_DSM_27213T,anaerobe,group2
P1302,Halanaerobium_hydrogeniformans_strain_sapolanicus,anaerobe,group1
P1313,Halothermothrix_orenii_H_168_strain_H_168,anaerobe,group2
P1326,Helicobacter_suis_strain_NHP19_0020,anaerobe,group1
P1325,Helicobacter_suis_strain_NHP190020,anaerobe,group1
P1329,Heliobacterium_modesticaldum_Ice1_strain_Ice1__ATCC_51547,anaerobe,group1
P1332,Herminiimonas_arsenicoxydans,anaerobe,group1
P1335,Hungateiclostridium_thermocellum_AD2_strain_AD2,anaerobe,group1
P1336,Hungateiclostridium_thermocellum_DSM_1313_strain_DSM_1313,anaerobe,group1
P1346,Ilyobacter_polytropus_DSM_2926_strain_DSM_2926,anaerobe,group1
P1348,Intestinimonas_butyriciproducens_strain_SRB_521_5_I,anaerobe,group1
P1347,Intestinimonas_butyriciproducens_strain_SRB5215I,anaerobe,group1
P1362,Kangiella_sediminilitoris_strain_KCTC_23892,anaerobe,group2
P1522,Kosmotoga_pacifica_strain_SLHLJ1,anaerobe,group1
P1529,Lachnoanaerobaculum_umeaense_strain_DSM_23576___CCUG_58757,anaerobe,group1
P1538,Lacticaseibacillus_rhamnosus_strain_BIO6870,anaerobe,group2
P1541,Lacticaseibacillus_rhamnosus_strain_IDCC_3201,anaerobe,group1
P1544,Lactiplantibacillus_paraplantarum_strain_AS_7,anaerobe,group1
P1543,Lactiplantibacillus_paraplantarum_strain_AS7,anaerobe,group1
P1545,Lactobacillus_acetotolerans_strain_LA749,anaerobe,group1
P1546,Lactobacillus_acetotolerans_strain_LJ49,anaerobe,group2
P1547,Lactobacillus_acidophilus_La14_strain_La14,anaerobe,group2
P1549,Lactobacillus_acidophilus_NCFM_strain_NCFM,anaerobe,group1
P1551,Lactobacillus_alimentarius_DSM_20249_strain_DSM_20249,anaerobe,group1
P1552,Lactobacillus_amylolyticus_strain_L5,anaerobe,group1
P1553,Lactobacillus_amylolyticus_strain_L6,anaerobe,group1
P1554,Lactobacillus_amylovorus_DSM_20531_strain_DSM_20531,anaerobe,group1
P1555,Lactobacillus_amylovorus_GRL1118_strain_GRL1118,anaerobe,group2
P1556,Lactobacillus_apis_strain_ESL0185,anaerobe,group1
P1557,Lactobacillus_brevis_ATCC_367_strain_ATCC_367,anaerobe,group1
P1558,Lactobacillus_brevis_BSO_464_strain_BSO_464,anaerobe,group1
P1559,Lactobacillus_crispatus_ST1_strain_ST1,anaerobe,group1
P1560,Lactobacillus_crispatus_strain_1D,anaerobe,group1
P1564,Lactobacillus_curvatus_JCM_1096___DSM_20019_strain_DSM_20019,anaerobe,group2
P1574,Lactobacillus_delbrueckii_subsp__bulgaricus_strain_KLDS1_1011,anaerobe,group1
P1576,Lactobacillus_delbrueckii_subsp__bulgaricus_strain_LJJ,anaerobe,group1
P1578,Lactobacillus_fermentum_3872_strain_3872,anaerobe,group2
P1580,Lactobacillus_fermentum_IFO_3956_strain_IFO_3956,anaerobe,group1
P1581,Lactobacillus_gasseri_,anaerobe,group1
P1582,Lactobacillus_gasseri_ATCC_33323___JCM_1131_strain_ATCC_33323,anaerobe,group1
P1585,Lactobacillus_helsingborgensis_strain_ESL0183,anaerobe,group1
P1591,Lactobacillus_helveticus_R0052_strain_R0052,anaerobe,group2
P1594,Lactobacillus_helveticus_strain_D76,anaerobe,group1
P1596,Lactobacillus_iners_strain_C0011D1,anaerobe,group1
P1597,Lactobacillus_iners_strain_C0059G1,anaerobe,group2
P1601,Lactobacillus_jensenii_JV_V16_strain_JV_V16,anaerobe,group1
P1600,Lactobacillus_jensenii_JVV16_strain_JVV16,anaerobe,group1
P1602,Lactobacillus_johnsonii_DPC_6026_strain_DPC_6026,anaerobe,group2
P1603,Lactobacillus_johnsonii_FI9785_strain_FI9785,anaerobe,group1
P1609,Lactobacillus_kefiranofaciens_strain_1207,anaerobe,group1
P1610,Lactobacillus_kefiranofaciens_subsp__kefiranofaciens_strain_LKK75,anaerobe,group1
P1611,Lactobacillus_kullabergensis_strain_ESL0186,anaerobe,group1
P1612,Lactobacillus_mucosae_LM1_strain_LM1,anaerobe,group1
P1616,Lactobacillus_reuteri_I5007_strain_I5007,anaerobe,group1
P1617,Lactobacillus_reuteri_JCM_1112_strain_JCM_1112,anaerobe,group2
P1619,Lactobacillus_rhamnosus_DSM_14870_strain_DSM_14870,anaerobe,group2
P1621,Lactobacillus_rhamnosus_GG_strain_GG,anaerobe,group2
P1622,Lactobacillus_ruminis_ATCC_27782_strain_ATCC_27782,anaerobe,group1
P1625,Lactobacillus_sanfranciscensis_TMW_1_1304_strain_TMW_1_1304,anaerobe,group2
P1624,Lactobacillus_sanfranciscensis_TMW_11304_strain_TMW_11304,anaerobe,group2
P1627,Lactobacillus_ultunensis_strain_Kx293C1,anaerobe,group1
P1637,Lactococcus_piscium_MKFS47_strain_MKFS47,anaerobe,group1
P1638,Lactococcus_piscium_strain_CMTALT02,anaerobe,group1
P1640,Lactococcus_raffinolactis_strain_Lr_18_12S,anaerobe,group1
P1641,Lactococcus_raffinolactis_strain_Lr_19_14,anaerobe,group2
P1644,Laribacter_hongkongensis_HLHK9_strain_HLHK9,anaerobe,group2
P1645,Latilactobacillus_curvatus_strain_CBA3617,anaerobe,group1
P1648,Latilactobacillus_curvatus_strain_KG6,anaerobe,group1
P1650,Latilactobacillus_fuchuensis_strain_MFPC41A2801,anaerobe,group1
P1651,Latilactobacillus_graminis_strain_LG542,anaerobe,group1
P1653,Lawsonella_clevelandensis_strain_X1036,anaerobe,group1
P1654,Lawsonella_clevelandensis_strain_X1698,anaerobe,group1
P1672,Lentilactobacillus_parabuchneri_strain_FAM21731,anaerobe,group1
P1673,Lentilactobacillus_parabuchneri_strain_KEM,anaerobe,group2
P1677,Leptotrichia_buccalis_C1013b_strain_DSM_1135,anaerobe,group2
P1678,Leptotrichia_hongkongensis_strain_JMUB5056,anaerobe,group1
P1679,Leptotrichia_shahii_strain_JCM16776,anaerobe,group2
P1680,Leptotrichia_trevisanii_strain_JMUB3870,anaerobe,group1
P1681,Leptotrichia_trevisanii_strain_JMUB3935,anaerobe,group1
P1682,Leptotrichia_wadei_strain_JCM16777,anaerobe,group1
P1683,Leptotrichia_wadei_strain_JMUB3933,anaerobe,group1
P1687,Leuconostoc_lactis_strain_CBA3622,anaerobe,group1
P1688,Leuconostoc_lactis_strain_CBA3625,anaerobe,group2
P1689,Leuconostoc_mesenteroides_KFRIMG_strain_KFRIMG,anaerobe,group1
P1699,Leuconostoc_mesenteroides_strain_SRCM103460,anaerobe,group1
P1708,Levilactobacillus_brevis_strain_NSMJ23,anaerobe,group1
P1709,Levilactobacillus_brevis_strain_SA_C12,anaerobe,group1
P1713,Ligilactobacillus_agilis_strain_La3,anaerobe,group1
P1714,Ligilactobacillus_animalis_strain_LL1,anaerobe,group2
P1715,Ligilactobacillus_animalis_strain_P38,anaerobe,group1
P1716,Ligilactobacillus_murinus_strain_CR141,anaerobe,group1
P1717,Ligilactobacillus_murinus_strain_CR147,anaerobe,group1
P1718,Ligilactobacillus_saerimneri_strain_1A,anaerobe,group1
P1724,Limosilactobacillus_fermentum_strain_B1_28,anaerobe,group1
P1733,Limosilactobacillus_fermentum_strain_HFD1,anaerobe,group1
P1734,Limosilactobacillus_frumenti_strain_LF145,anaerobe,group1
P1735,Limosilactobacillus_gastricus_strain_LG045,anaerobe,group2
P1736,Limosilactobacillus_mucosae_strain_A1,anaerobe,group1
P1737,Limosilactobacillus_mucosae_strain_LM011,anaerobe,group1
P1738,Limosilactobacillus_pontis_strain_LP475,anaerobe,group2
P1739,Limosilactobacillus_reuteri_strain_1B,anaerobe,group1
P1743,Limosilactobacillus_reuteri_strain_CNEI_KCA3,anaerobe,group1
P1747,Limosilactobacillus_vaginalis_strain_LV515,anaerobe,group1
P1749,Liquorilactobacillus_nagelii_strain_TMW_1_1827,anaerobe,group1
P1748,Liquorilactobacillus_nagelii_strain_TMW_11827,anaerobe,group1
P1752,Listeria_weihenstephanensis_strain_WS_4560,anaerobe,group2
P1754,Loigolactobacillus_bifermentans_strain_LB003,anaerobe,group1
P1766,Mahella_australiensis_501_BON_strain_501_BON,anaerobe,group1
P1770,Mannheimia_succiniciproducens_MBEL55E_strain_MBEL55E,anaerobe,group1
P1789,Megamonas_hypermegale_ART12_1,anaerobe,group1
P1790,Megasphaera_elsdenii_DSM_20460_strain_ATCC_25940,anaerobe,group1
P1791,Megasphaera_elsdenii_DSM_20460_strain_DSM_20460,anaerobe,group1
P1792,Megasphaera_stantonii_strain_AJH120,anaerobe,group1
P1794,Melissococcus_plutonius_DAT561_strain_DAT561,anaerobe,group1
P1796,Melissococcus_plutonius_strain_DAT1033,anaerobe,group2
P1803,Mesotoga_prima_MesG1_Ag_4_2_strain_mesG1_Ag_4_2,anaerobe,group1
P1802,Mesotoga_prima_MesG1Ag42_strain_mesG1Ag42,anaerobe,group2
P1847,Mobiluncus_curtisii_ATCC_43063_strain_ATCC_43063,anaerobe,group1
P1848,Moorella_thermoacetica_ATCC_39073_strain_ATCC_39073,anaerobe,group1
P1849,Moorella_thermoacetica_strain_39073_HH,anaerobe,group2
P1858,Muribaculum_intestinale_strain_YL27,anaerobe,group1
P1904,Nautilia_profundicola_AmH_strain_AmH,anaerobe,group1
P1926,Nitratiruptor_sp_SB1552_strain_SB1552,anaerobe,group1
P1954,Odoribacter_splanchnicus_DSM_20712_strain_DSM_220712,anaerobe,group1
P1958,Olsenella_uli_DSM_7084_strain_DSM_7084,anaerobe,group1
P1960,Opitutus_terrae_PB901_strain_PB901,anaerobe,group2
P1963,Oscillibacter_valericigenes_Sjm18_20_strain_Sjm18_20,anaerobe,group1
P1962,Oscillibacter_valericigenes_Sjm1820_strain_Sjm1820,anaerobe,group1
P1965,Oxalobacter_formigenes_strain_HC_1,anaerobe,group1
P1966,Oxalobacter_formigenes_strain_SSYG_15,anaerobe,group1
P1970,Paenibacillus_barcinonensis_strain_KACC11450,anaerobe,group1
P1974,Paenibacillus_durus_ATCC_35681_strain_ATCC_35681,anaerobe,group1
P1979,Paenibacillus_sabinae_T27_strain_T27,anaerobe,group1
P1986,Paeniclostridium_sordellii_strain_ATCC_9714,anaerobe,group1
P1987,Paeniclostridium_sordellii_strain_JGS6382,anaerobe,group1
P1989,Paludibacter_propionicigenes_WB4_strain_WB4,anaerobe,group1
P2002,Parabacteroides_distasonis_strain_CBBP_1,anaerobe,group1
P2003,Parabacteroides_distasonis_strain_CL06T03C10,anaerobe,group2
P2005,Parabacteroides_goldsteinii_strain_MTS01,anaerobe,group1
P2006,Parabacteroides_merdae_strain_CL06T03C08,anaerobe,group1
P2011,Paraburkholderia_graminis_strain_PHS1,anaerobe,group1
P2025,Parascardovia_denticolens_DSM_10105___JCM_12538_strain_JCM_12538,anaerobe,group1
P2027,Parvimonas_micra_strain_KCOM_1535___ChDC_B708_,anaerobe,group1
P2028,Parvimonas_micra_strain_NCTC11808,anaerobe,group1
P2051,Pediococcus_acidilactici_strain_FDAARGOS_1008,anaerobe,group1
P2055,Pediococcus_acidilactici_strain_PB22,anaerobe,group2
P2068,Pelobacter_carbinolicus_DSM_2380_strain_DSM_2380,anaerobe,group2
P2069,Pelodictyon_phaeoclathratiforme_BU1_strain_BU1,anaerobe,group1
P2070,Pelotomaculum_thermopropionicum_SI,anaerobe,group1
P2071,Peptacetobacter_hiranonis_strain_DSM_13275,anaerobe,group1
P2072,Peptoniphilus_harei_strain_FDAARGOS_1136,anaerobe,group2
P2073,Peptoniphilus_harei_strain_NCTC13077,anaerobe,group2
P2074,Peptoniphilus_ivorii_strain_NCTC13079,anaerobe,group2
P2077,Petrotoga_mobilis_SJ95_strain_SJ95,anaerobe,group1
P2081,Phascolarctobacterium_faecium_strain_G104,anaerobe,group1
P2082,Phascolarctobacterium_faecium_strain_JCM_30894,anaerobe,group2
P2084,Phocaeicola_dorei_,anaerobe,group2
P2087,Phocaeicola_dorei_strain_JR01,anaerobe,group2
P2088,Phocaeicola_salanitronis_DSM_18170_strain_DSM_18170,anaerobe,group1
P2089,Phocaeicola_vulgatus_strain_CL06T03C24,anaerobe,group1
P2090,Phocaeicola_vulgatus_strain_FDAARGOS_1098,anaerobe,group2
P2111,Porphyromonas_cangingivalis_strain_NCTC12856,anaerobe,group1
P2112,Porphyromonas_crevioricanis_strain_NCTC12858,anaerobe,group1
P2114,Porphyromonas_gingivalis_AJW4_strain_AJW4,anaerobe,group1
P2123,Porphyromonas_gingivalis_W83_strain_W83,anaerobe,group1
P2124,Prevotella_dentalis_DSM_3688_strain_DSM_3688,anaerobe,group2
P2125,Prevotella_denticola_F0289_strain_F0289,anaerobe,group1
P2126,Prevotella_denticola_strain_F0115,anaerobe,group1
P2127,Prevotella_fusca_JCM_17724_strain_W1435,anaerobe,group1
P2128,Prevotella_histicola_strain_F0411,anaerobe,group1
P2130,Prevotella_intermedia_strain_17,anaerobe,group1
P2134,Prevotella_intermedia_strain_KCOM_1944,anaerobe,group1
P2137,Prevotella_jejuni_strain_CD3_3A33,anaerobe,group1
P2136,Prevotella_jejuni_strain_CD33A33,anaerobe,group2
P2139,Prevotella_melaninogenica_strain_F0054,anaerobe,group1
P2141,Prevotella_melaninogenica_strain_F0299,anaerobe,group1
P2144,Prevotella_multiformis_strain_F0096,anaerobe,group1
P2145,Prevotella_nigrescens_F0103_strain_F0103,anaerobe,group1
P2146,Prevotella_nigrescens_strain_F0109,anaerobe,group1
P2147,Prevotella_oris_strain_NCTC13071,anaerobe,group1
P2148,Prevotella_scopos_JCM_17725_strain_W2052,anaerobe,group1
P2149,Prevotella_veroralis_strain_F0319,anaerobe,group1
P2150,Propionibacterium_australiense_strain_NCTC13651,anaerobe,group1
P2157,Providencia_vermicola_strain_P8538,anaerobe,group1
P2167,Pseudodesulfovibrio_indicus_strain_J2,anaerobe,group1
P2169,Pseudodesulfovibrio_piezophilus_C1TLV30_strain_type_strain_3A_C1TLV30,anaerobe,group2
P2168,Pseudodesulfovibrio_piezophilus_C1TLV30_strain_type_strain3A_C1TLV30,anaerobe,group1
P2171,Pseudodesulfovibrio_profundus_strain_500_1,anaerobe,group2
P2170,Pseudodesulfovibrio_profundus_strain_5001,anaerobe,group1
P2230,Pseudothermotoga_hypogea_DSM_11164___NBRC_106472_strain_DSM_11164,anaerobe,group2
P2231,Pseudothermotoga_hypogea_DSM_11164___NBRC_106472_strain_NBRC_106472,anaerobe,group2
P2232,Pseudothermotoga_thermarum_DSM_5069_strain_DSM_5069,anaerobe,group1
P2233,Pseudoxanthomonas_mexicana_strain_GTZY2,anaerobe,group1
P2240,Psychromonas_ingrahamii_37_strain_37,anaerobe,group1
P2254,Rhodobacter_sphaeroides_2_4_1_strain_2_4_1,anaerobe,group1
P2253,Rhodobacter_sphaeroides_241_strain_241,anaerobe,group1
